keyword,category,attempt,accepted_index,outcome,title
"coffee","youtube",74,55,duplicate,"Is Coffee Killing Us Or Saving Us?"
"coffee","youtube",75,55,duplicate,"4 Simple Steps to Brewing Perfect Coffee"
"coffee","youtube",76,55,duplicate,"Day in the Life: My Journey to Discover the World's Best Coffee"
"coffee","youtube",77,56,accepted,"Junk Coffee vs. The Golden Bullet: A Taste of Contrast"
"coffee","youtube",78,56,duplicate,"From Bean to Cup: The Coffee Journey"
"coffee","youtube",79,57,accepted,"Exploring the Flavor Maps of Specialty Coffee"
"coffee","youtube",80,58,accepted,"Which Coffee Is the New Sustainable Hero?"
"coffee","youtube",81,58,duplicate,"The Science Behind Perfect Coffee Grind"
"coffee","youtube",82,59,accepted,"Morning Ritual: My Journey with Everyday Coffee"
"coffee","youtube",83,59,duplicate,"From Coffee Bean to Caffeine Rush: Uncovering the Mystery Behind Its Flavors"
"coffee","youtube",84,60,accepted,"Uncover the Magic of Coffee"
"coffee","youtube",85,60,duplicate,"Uncover the Riches of Rare Coffees"
"coffee","youtube",86,61,accepted,"Is Your Daily Cup of Coffee Making You Anxious?"
"coffee","youtube",87,62,accepted,"5 Coffee Myths Debunked"
"coffee","youtube",88,63,accepted,"I Found the Perfect Coffee Blend in a Roastery's Dark Vault"
"coffee","youtube",89,63,duplicate,"Is Organic Coffee Just a Green Wager?"
"coffee","youtube",90,63,duplicate,"The Art of Coffee Roast"
"coffee","youtube",91,64,accepted,"Roasting the Buzz: Exploring the Riches of Coffee Beans"
"coffee","youtube",92,64,duplicate,"Is Coffee Really Worth the Price Increase?"
"coffee","youtube",93,64,duplicate,"4 Simple Tips to Brew the Perfect Cup of Coffee"
"coffee","youtube",94,65,accepted,"I Decaffeinated My Coffee Habit and Lost the Flavor"
"coffee","youtube",95,66,accepted,"Reviving Declining Coffee Yield: Is Organic Better?"
"coffee","youtube",96,66,duplicate,"The Science of Coffee"
"coffee","youtube",97,66,duplicate,"Exploring the Flavor Odyssey: Coffee from Around the World"
"coffee","youtube",98,67,accepted,"Why Is Your Favorite Coffee Sipping Experience Sip-Small?"
"coffee","youtube",99,67,duplicate,"I Spent 5 Days Exploring Coffee Cultures"
"coffee","youtube",100,68,accepted,"From Roaster to Cup: A Day Inside a Coffee Mill"
"coffee","youtube",101,69,accepted,"Contrast Coffee Brew: Dark vs. Light Roasts"
"coffee","youtube",102,69,duplicate,"Crafting Perfect Coffee: Tips & Techniques"
"coffee","youtube",103,69,duplicate,"Uncover the True Flavor of Rare Coffee Varieties"
"coffee","youtube",104,69,duplicate,"Is Coffee Really the Most Mysterious Beverage?"
"coffee","youtube",105,69,duplicate,"4 Simple Steps to Brew the Perfect Cup of Coffee"
"coffee","youtube",106,70,accepted,"I Sipped My Way Through 100 Degrees of Coffee"
"coffee","youtube",107,71,accepted,"Coffee Extraction 101: How Coffee Beans Transform into Brewed Flavor"
"coffee","youtube",108,71,duplicate,"The Art of Coffee Roasting"
"coffee","youtube",109,71,duplicate,"From Bean to Cup: Uncovering the Riches of Coffee"
"coffee","youtube",110,72,accepted,"Is Your Coffee Shop Contributing to Climate Change?"
"coffee","youtube",111,72,duplicate,"The Art and Science of Coffee Brewing"
"coffee","youtube",112,72,duplicate,"From Coffee Shop to My Morning Routine: A Day in the Life"
"coffee","youtube",113,72,duplicate,"From Bean to Caffeine: Uncommon Facts About Coffee"
"coffee","youtube",114,73,accepted,"Grinding Coffee Beans"
"coffee","youtube",115,73,duplicate,"From Bean to Cup: Uncovering the Mysteries of Coffee"
"coffee","youtube",116,74,accepted,"Is Your Daily Cup of Coffee Affecting Climate Change?"
"coffee","youtube",117,75,accepted,"8 Simple Steps to Brew the Perfect Cup of Coffee"
"coffee","youtube",118,75,duplicate,"From Bean to Cup: My Day in the Coffee Shop Industry"
"coffee","youtube",119,76,accepted,"The Untapped Flavor: Coffee in Your Homebrew"
"coffee","youtube",120,76,duplicate,"The Science Behind Coffee"
"coffee","youtube",121,76,duplicate,"Is Coffee Killing Us? Uncover the Dark Side"
"coffee","youtube",122,77,accepted,"Is Your Favorite Coffee Shop Eco-Friendly?"
"coffee","youtube",123,78,accepted,"21st Century Coffee Quest"
"coffee","youtube",124,79,accepted,"Spiced Coffee: A Personal Journey Through Flavor"
"coffee","youtube",125,80,accepted,"Is That Coffee Really Expensive? A Price-Comparison Dive"
"coffee","youtube",126,81,accepted,"The Chemistry of Coffee"
"coffee","youtube",127,81,duplicate,"From Beans to Brew: The Coffee Journey"
"coffee","youtube",128,81,duplicate,"Is Coffee Killing Us? The Dark Side of Industrialization"
"coffee","youtube",129,81,duplicate,"4 Cups: The Art and Science of Coffee"
"coffee","youtube",130,81,duplicate,"The Art of Brewing: Transforming Your Morning Coffee Habit"
"coffee","youtube",131,82,accepted,"Is Your Coffee Worth the Price? Uncovering Overlooked Costs"
"coffee","youtube",132,83,accepted,"The Untold Story of Coffee"
"coffee","youtube",133,83,duplicate,"Uncovering the World's Best Coffee: A Flavor Journey"
"coffee","youtube",134,83,duplicate,"Is Coffee Making Us More Depressed?"
"coffee","youtube",135,83,duplicate,"4 Simple Tips to Brew the Perfect Cup of Coffee"
"coffee","youtube",136,83,duplicate,"From Bean to Cup: My Unforgettable Coffee Journey"
"coffee","youtube",137,83,duplicate,"Uncover the Dark Side of Rich-Coffee"
"coffee","youtube",138,84,accepted,"Roasted Thoughts on Coffee"
"coffee","youtube",139,85,accepted,"Harvested Happiness: Exploring the Origins of Your Favorite Coffee Beans"
"coffee","youtube",140,85,duplicate,"Is Coffee Affecting Our Health?"
"coffee","youtube",141,86,accepted,"5 Drinks That Make Coffee Better"
"coffee","youtube",142,87,accepted,"101 Days in a Coffee Roastery: From Bean to Cup"
"coffee","youtube",143,88,accepted,"Coffee Beans: From Bean to Caffeine Rush"
"coffee","youtube",144,89,accepted,"Coffee Cultures Around the World"
"coffee","youtube",145,90,accepted,"Crafting Coffee: A Journey from Bean to Cup"
"coffee","youtube",146,91,accepted,"Is Your Daily Coffee Draining Your Wallet? How to Save"
"coffee","youtube",147,91,duplicate,"The Science Behind Coffee: Unraveling Its Mysteries"
"coffee","youtube",148,91,duplicate,"From Bean to Cup: My Day at the Coffee Bar"
"coffee","youtube",149,92,accepted,"Contrast: Organic Coffee vs. Fortified Convenience"
"coffee","youtube",150,93,accepted,"Grinding the Best Coffee"
"coffee","youtube",151,94,accepted,"Crafting the Perfect Cup: A Coffee Journey"
"coffee","youtube",152,94,duplicate,"Is Organic Coffee Really Worth the Price?"
"coffee","youtube",153,94,duplicate,"4 Simple Steps to Brew the Perfect Coffee"
"coffee","youtube",154,94,duplicate,"Morning Ritual: My Journey to Perfectly Brewed Coffee"
"coffee","youtube",155,94,duplicate,"Exploring the Unexpected: Why Coffee Is Your Best Health Friend"
"coffee","youtube",156,95,accepted,"Be Your Own Coffee Expert"
"coffee","youtube",157,95,duplicate,"Delve into the Science Behind a Perfect Cup of Coffee"
"coffee","youtube",158,96,accepted,"What Is the Impact of Coffee Production on Climate Change?"
"coffee","youtube",159,97,accepted,"The Scientific Benefits of Daily Coffee Consumption"
"coffee","youtube",160,97,duplicate,"From Bean to Cup: My Coffee Adventure"
"coffee","youtube",161,98,accepted,"The Power of Simple Coffee: Taste the Difference"
"coffee","youtube",162,98,duplicate,"Beyond the Bean: Exploring Coffee"
"coffee","youtube",163,98,duplicate,"5 Coffee Brews That'll Kickstart Your Day"
"coffee","youtube",164,99,accepted,"Is Your Morning Routine A Bit Too Coffee Addictive?"
"coffee","youtube",165,99,duplicate,"The Science Behind Coffee's Best Beans"
"coffee","youtube",166,99,duplicate,"Day in the Life of a Coffee Lover: Brewing My Way to Bliss"
"coffee","youtube",167,99,duplicate,"From Beans to Black Gold: The Unseen Process Behind Coffee"
"coffee","youtube",168,99,duplicate,"Grinding Coffee Beans"
"coffee","youtube",169,99,duplicate,"The Art of Coffee Roasting: From Bean to Cup"
"coffee","youtube",170,99,duplicate,"Is Coffee the Next Big Thing for Sustainable Business?"
"coffee","youtube",171,100,accepted,"The Ritual of Crafting Perfectly Served Coffee"
"coffee","youtube",172,101,accepted,"From Barista to Bean: My Coffee Journey"
"coffee","youtube",173,102,accepted,"From Coffeeshop to Cafeaustralia: The Counter-Intuitive Journey of Coffee"
"coffee","youtube",174,103,accepted,"The Taste of Gratitude: Coffee Odyssey"
"coffee","youtube",175,104,accepted,"The Perfect Daily Cup: Exploring Coffee Cultures"
"coffee","youtube",176,105,accepted,"What's the Impact of Climate Change on Coffee Flavors?"
"coffee","youtube",177,105,duplicate,"4 Simple Steps to Brewing Perfect Coffee"
"coffee","youtube",178,106,accepted,"The Morning Ritual: Brewing Coffee for a Change"
"coffee","youtube",179,107,accepted,"From Noose to Coffee Bliss: Harnessing Coffee's Energy"
"coffee","youtube",180,107,duplicate,"The Science of Coffee"
"coffee","youtube",181,107,duplicate,"Exploring the Flavor Profiles of Rare Coffee Varieties"
"coffee","youtube",182,108,accepted,"Is Your Daily Cup of Coffee Making You Tired?"
"coffee","youtube",183,108,duplicate,"4 Coffee Myths Debunked"
"coffee","youtube",184,108,duplicate,"From Coffee Cup to Creative Escape: My Coffee Journey"
"coffee","youtube",185,109,accepted,"Reverse Engineering the Perfect Cup: Why Specialty Coffee Is Unfairly Overpriced"
"coffee","youtube",186,110,accepted,"Beautify Your Coffee with These Tips"
"coffee","youtube",187,110,duplicate,"Crafting the Perfect Cup: A Journey into Coffee Origins"
"coffee","youtube",188,110,duplicate,"How Does Coffee Affect Your Mood?"
"coffee","youtube",189,110,duplicate,"4 Cups of Content: Exploring Coffee's Impact"
"coffee","youtube",190,110,duplicate,"From Bean to Cup: My Journey Making Coffee"
"coffee","youtube",191,111,accepted,"From Espresso to Rooibos: Coffee's Surprising Evolution"
"coffee","youtube",192,111,duplicate,"Is Coffee Making You Sick?"
"coffee","youtube",193,112,accepted,"A Surprising Brew: The Science Behind Your Coffee's Flavor"
"coffee","youtube",194,113,accepted,"What's Behind the Flavor of My Favorite Coffee?"
"coffee","youtube",195,114,accepted,"3 Simple Ways to Boost Your Coffee Game"
"coffee","youtube",196,114,duplicate,"From Bean to Cup: My Journey with Coffee"
"coffee","youtube",197,114,duplicate,"Is Organic Coffee Actually Better?"
"coffee","youtube",198,114,duplicate,"Mastering Coffee: Origins & Brews"
"coffee","youtube",199,115,accepted,"Roast Your Thoughts on Coffee: Brewing Wisdom for Every Cup"
"coffee","youtube",200,116,accepted,"Can Coffee Be Bitterly Good? Investigating its Flavors"
"coffee","youtube",201,116,duplicate,"The Science Behind the Perfect Cup: Exploring Coffee's Chemistry"
"coffee","youtube",202,116,duplicate,"From Bean to Cup: My Coffee Journey"
"coffee","youtube",203,116,duplicate,"From Bean to Cup: How Coffee Tastes Like Time"
"coffee","youtube",204,116,duplicate,"Exploring the Magic of Coffee"
"coffee","youtube",205,116,duplicate,"Roasting the Perfect Brew: Coffee Brewing Techniques"
"coffee","youtube",206,116,duplicate,"The Science Behind the Perfect Cup: How Coffee Affects Your Brain"
"coffee","youtube",207,117,accepted,"6 Tips to Brew the Perfect Cup of Coffee"
"coffee","youtube",208,117,duplicate,"From Bean to Caffeine: My Day Spiced Up with Coffee"
"coffee","youtube",209,118,accepted,"Is Your Coffee Lacking the Rich Flavor?"
"coffee","youtube",210,119,accepted,"Where Coffee Comes from"
"coffee","youtube",211,119,duplicate,"Roast Your Thoughts on Coffee: The Modern Brew's Journey"
"coffee","youtube",212,120,accepted,"Is Your Morning Cup of Coffee Actually Causing Climate Change?"
"coffee","youtube",213,121,accepted,"4 Coffees That Changed the World"
"coffee","youtube",214,121,duplicate,"I Sipped My Way Through an Entire Coffee Canister"
"coffee","youtube",215,122,accepted,"Is Your Coffee a Reflection of Your World?"
"coffee","youtube",216,122,duplicate,"The Science of Coffee Flavor"
"coffee","youtube",217,122,duplicate,"Mastering Coffee: From Beans to Brewed Bliss"
"coffee","youtube",218,123,accepted,"Is the Rarest Coffee Worth Your Sip?"
"coffee","youtube",219,124,accepted,"20 Unique Coffee Brewing Methods"
"coffee","youtube",220,125,accepted,"Struggling to Wake Up? Discover the Magic of Your Morning Coffee"
"coffee","youtube",221,126,accepted,"From $5 to $5000: Coffee's Priceless Journey"
"coffee","youtube",222,127,accepted,"The Sweetest Coffee Memories"
"coffee","youtube",223,128,accepted,"Ethiopian Coffee: A Journey Through Its Regions"
"coffee","youtube",224,129,accepted,"What Flavor Is Your Coffee Roast? Discover Your Personal Barista"
"coffee","youtube",225,130,accepted,"2019 Coffee Revolution: Exploring Global Varieties"
"coffee","youtube",226,130,duplicate,"From Coffee Plant to My Cup: A Journey Through the Beans"
"coffee","youtube",227,130,duplicate,"From Bean to Cup: The Unseen Journey of Coffee"
"coffee","youtube",228,131,accepted,"Exhilarating Coffee Explorations"
"coffee","youtube",229,131,duplicate,"From Bean to Cup: Uncovering the Mysteries of Coffee"
"coffee","youtube",230,131,duplicate,"How Does Coffee Affect Your Brain? Discover the Curious Side."
"coffee","youtube",231,132,accepted,"5 Reasons Why Coffee is Good for You"
"coffee","youtube",232,132,duplicate,"Morning Ritual: My Coffee Journey"
"coffee","youtube",233,133,accepted,"Is Your Favorite Coffee Drinkin' Dirty?"
"coffee","youtube",234,133,duplicate,"The Science Behind Coffee's Magic"
"coffee","youtube",235,133,duplicate,"Exploring the Riches of Rare Coffee Varieties"
"coffee","youtube",236,133,duplicate,"Is Coffee the Future of Sustainability?"
"coffee","youtube",237,134,accepted,"5 Cups of Coffee: Exploring the Impact of Sustainable Practices"
"coffee","youtube",238,134,duplicate,"From Bean to Cup: A Personal Journey to Perfect Coffee"
"coffee","youtube",239,134,duplicate,"From Bean to Cup: Discovering the Dark Side of Coffee"
"coffee","youtube",240,134,duplicate,"Grinding Coffee Myths Busted"
"coffee","youtube",241,134,duplicate,"From Beans to Your Cup: Exploring the Flavor of Coffee"
"coffee","youtube",242,135,accepted,"Is Your Coffee Experience Worth a Visit to the Roastery?"
"coffee","youtube",243,136,accepted,"10 Surprising Benefits of Drinking Coffee"
"coffee","youtube",244,137,accepted,"The Awakening: My Day in the Coffee Shop"
"coffee","youtube",245,137,duplicate,"From Bean to Cup: How Coffee's Journey Shapes Our Daily Brew"
"coffee","youtube",246,137,duplicate,"The Science Behind Coffee's Power"
"coffee","youtube",247,137,duplicate,"From Bean to Cup: Exploring the Magic of Coffee"
"coffee","youtube",248,137,duplicate,"Is Organic Coffee Worth the Extra $$$?"
"coffee","youtube",249,138,accepted,"Infographic: The Science Behind Coffee's Magic"
"coffee","youtube",250,139,accepted,"From Cafe to Cup: My Coffee Journey"
"coffee","youtube",251,139,duplicate,"Uncovering the Dark Side of Coffee's Perfect Brew"
"coffee","youtube",252,140,accepted,"Grinding Insights: Coffee Brewing"
"coffee","youtube",253,140,duplicate,"Crafting the Perfect Cup: Exploring Coffee Flavors"
"coffee","youtube",254,140,duplicate,"The Untold Story Behind the World's Best Coffee"
"coffee","youtube",255,140,duplicate,"The Art of Mastering Coffee: A Journey from Bean to Cup"
"coffee","youtube",256,140,duplicate,"From Barista to Bean: My Adventures in Coffee Roasting"
"coffee","youtube",257,141,accepted,"From Grind to Cup: The Secret Life of Coffee Beans"
"coffee","youtube",258,142,accepted,"Revolutionary Coffee Brewing Methods"
"coffee","youtube",259,142,duplicate,"Roast Your Thoughts on Coffee: Origins and Cultures"
"coffee","youtube",260,143,accepted,"Is Your Favorite Coffee the Healthiest?"
"coffee","youtube",261,143,duplicate,"4 Simple Tips to Brew the Perfect Cup of Coffee"
"coffee","youtube",262,143,duplicate,"From Bean to Cup: My Coffee Journey"
"coffee","youtube",263,144,accepted,"Junk vs. Luxury: The Comparison of Everyday Coffee"
"coffee","youtube",264,145,accepted,"Is Your Coffee Sustainable?"
"coffee","youtube",265,145,duplicate,"From Beans to Cups: The Coffee Journey"
"coffee","youtube",266,145,duplicate,"Is Coffee the Healthiest Choice? Explore the Benefits & Drawbacks"
"coffee","youtube",267,145,duplicate,"5 cups of coffee: The power of caffeine"
"coffee","youtube",268,145,duplicate,"I Spent A Weekend Trying Every Coffee Shop In The City"
"coffee","youtube",269,145,duplicate,"The Surprising Health Benefits of Low-Caffeine Coffee"
"coffee","youtube",270,145,duplicate,"Crafting Perfect Coffee: Tips & Varieties"
"coffee","youtube",271,146,accepted,"An Unconventional Journey: Exploring the Origins of Coffee"
"coffee","youtube",272,147,accepted,"Redefining the World: Coffee's Impact on Our Planet"
"coffee","youtube",273,148,accepted,"5 Best Coffee Roasters in the World"
"coffee","youtube",274,149,accepted,"Roasting My Coffee Experience: From Bean to Cup"
"coffee","youtube",275,149,duplicate,"From Bean to Cup: Uncovering the Dark Side of Coffee"
"coffee","youtube",276,149,duplicate,"From Bean to Cup: The Coffee Journey"
"coffee","youtube",277,149,duplicate,"Exploring the Origins of Unique Coffee Beans"
"coffee","youtube",278,149,duplicate,"Is Coffee Killing Us or Saving Us?"
"coffee","youtube",279,150,accepted,"49 Bottles of Coffee: The Art of Brewing"
"coffee","youtube",280,150,duplicate,"From Bean to Cup: My Personal Journey with Coffee"
"coffee","youtube",281,150,duplicate,"Is Coffee Really Worth the Expensive Price? Unveiling the Hidden Costs"
"coffee","youtube",282,150,duplicate,"Exploring the Riches of Coffee"
"coffee","youtube",283,150,duplicate,"Roast Your Thoughts on the Coffee Industry"
"coffee","youtube",284,151,accepted,"Is the World's Most Expensive Coffee Worth The Bitter Journey?"
"coffee","youtube",285,151,duplicate,"5 Cups of Coffee: Exploring the Roast"
"coffee","youtube",286,151,duplicate,"From Bean to Cup: My Journey Brewing Coffee at Home"
"coffee","youtube",287,152,accepted,"Extracting the Dark Side of Dark Roast Coffee"
"coffee","youtube",288,152,duplicate,"The Art of Perfect Coffee"
"coffee","youtube",289,153,accepted,"Indulging in the Origins of Coffee: Uncovering Its Mysteries"
"coffee","youtube",290,154,accepted,"Is the Best Coffee in the World Made in Your Backyard?"
"coffee","youtube",291,155,accepted,"7 Cups: Exploring the Flavor of Coffee"
"coffee","youtube",292,156,accepted,"Coffee Cultivation: A Journey in the Rainy Highlands"
"coffee","youtube",293,157,accepted,"From Dead to Brew: The Coffee Transformation"
"coffee","youtube",294,158,accepted,"Brewing Coffee: The Basics"
"coffee","youtube",295,158,duplicate,"Exploring the Cultures of Coffee Around the World"
"coffee","youtube",296,158,duplicate,"What's the Buzz About Your Morning Coffee?"
"coffee","youtube",297,158,duplicate,"The Science Behind Your Morning Coffee"
"coffee","youtube",298,159,accepted,"Your Morning Coffee Journey: From Bean to Cup"
"coffee","youtube",299,160,accepted,"Suddenly Smarter: The Coffee Break that Boosts Brain Power"
"coffee","youtube",300,160,qc_fail,""
"coffee","youtube",301,161,accepted,"Roast and Grind: Exploring the Flavor of Coffee"
"coffee","youtube",302,161,duplicate,"Is Organic Coffee the Future?"
"coffee","youtube",303,161,duplicate,"8 Simple Ways to Brew the Perfect Coffee"
"coffee","youtube",304,162,accepted,"Spilling My Coffee Addiction: How One Mug Changed My Life"
"coffee","youtube",305,162,duplicate,"The Art of Brewing: Exploring the World's Finest Coffee Beans"
"coffee","youtube",306,162,duplicate,"The Art of Coffee Brewing"
"coffee","youtube",307,162,duplicate,"From Bean to Sip: Uncovering the Secrets of Coffee's Flavor"
"coffee","youtube",308,162,duplicate,"Is Coffee Killing Us? Hidden Health Risks Found"
"coffee","youtube",309,163,accepted,"49 Shades of Coffee: Exploring Origins"
"coffee","youtube",310,164,accepted,"Finding My Perfect Daily Cup: A Coffee Journey"
"coffee","youtube",311,165,accepted,"From Ground to Grind: Uncovering the Mysteries of Coffee Root Cause"
"coffee","youtube",312,165,duplicate,"Beyond the Cup: Coffee's Journey"
"coffee","youtube",313,166,accepted,"From Farm to Cup: Exploring the Coffee Life Cycle"
"coffee","youtube",314,166,duplicate,"Is Organic Coffee Really Better? Uncovering the Truth"
"coffee","youtube",315,167,accepted,"20 Cups: Exploring the Origin & Brew of Coffee"
"coffee","youtube",316,167,duplicate,"Morning Ritual: My Morning Coffee Adventure"
"coffee","youtube",317,167,duplicate,"The Surprising Benefits of Less Coffee"
"coffee","youtube",318,167,duplicate,"Crafting Coffee: A Guide"
"coffee","youtube",319,167,duplicate,"Roast Your Thoughts on Coffee: Insights from Around the Globe"
"coffee","youtube",320,168,accepted,"Is Your Coffee Killing You? Coffee's Hidden Toxic Effects"
"coffee","youtube",321,168,duplicate,"4 Simple Tips for Brewing the Perfect Cup of Coffee"
"coffee","youtube",322,168,duplicate,"From Roaster to Table: My Journey with Coffee"
"coffee","youtube",323,168,duplicate,"From Bean to Cup: Uncovering Coffee's Hidden Ingredients"
"coffee","youtube",324,168,duplicate,"The Perfect Cup: Exploring Coffee"
"coffee","youtube",325,169,accepted,"Revitalize Your Day with the Best Coffee: Tips for a Flavorful Brew"
"coffee","youtube",326,170,accepted,"Is Your Morning Cuppa Coffee Making You Ill?"
"coffee","youtube",327,171,accepted,"25 Hours Brewing Perfect Coffee"
"coffee","youtube",328,171,duplicate,"I Sipped My Way Through the Coffee Chronicles"
"coffee","youtube",329,172,accepted,"Coffee Dark Roast: A Better, Less Expensive Option"
"coffee","youtube",330,173,accepted,"Bean to Cup: Mastering Coffee"
"coffee","youtube",331,173,duplicate,"Discover the Rich History of Coffee Beans"
"coffee","youtube",332,173,duplicate,"Is Coffee the Next Industrial Revolution?"
"coffee","youtube",333,174,accepted,"4 Brewing Techniques to Brew Perfect Coffee"
"coffee","youtube",334,174,duplicate,"From Bean to Cup: My Journey in Coffee"
"coffee","youtube",335,174,duplicate,"From Dead to Brewed: Exploring Coffee's Journey"
"coffee","youtube",336,174,duplicate,"Is Coffee Good For You?"
"coffee","youtube",337,174,duplicate,"Roast Your Thoughts on the Future of Coffee"
"coffee","youtube",338,175,accepted,"Is Your Favorite Coffee Aiming for Gold?"
