keyword,category,attempt,accepted_index,outcome,title
"coffee","blog",34,28,duplicate,"From Dark Roast to Bright Sparkle: My Coffee Journey"
"coffee","blog",35,29,accepted,"The Dark Side of Coffee: Discover its Hidden Hazards"
"coffee","blog",36,30,accepted,"Why You Wake Up Better With This Coffee Habit"
"coffee","blog",37,30,duplicate,"Exploring the Journey from Coffee Addict to Bitter Savor"
"coffee","blog",38,31,accepted,"Is Coffee Making You Tired? Discover Alternatives to Boost Energy"
"coffee","blog",39,32,accepted,"Uncovering the Benefits of Brewing Coffee at Home"
"coffee","blog",40,33,accepted,"The Awakening of My Coffee Sensibility"
"remote work","blog",1,1,accepted,"Maximizing Productivity from Home: Strategies for Remote Workers"
"remote work","blog",2,2,accepted,"Is Remote Work Here to Stay? The Debate Continues"
"remote work","blog",3,3,accepted,"7 in the evening on your couch, working from home."
"remote work","blog",4,4,accepted,"Remote Work: My Journey to Freelance Bliss"
"remote work","blog",5,4,duplicate,"Remote Work: The Future, Not the Past"
"remote work","blog",6,4,duplicate,"Remote Work: Pros and Cons"
"remote work","blog",7,4,duplicate,"Remote Work Revolution: Navigating the New Normal"
"remote work","blog",8,5,accepted,"What Does Remote Work Entail for Your Career and Work-Life Balance?"
"remote work","blog",9,6,accepted,"5 Benefits of Remote Work for Employees and Businesses"
"remote work","blog",10,7,accepted,"From Remote Desk to Regular Day: A Freelancer's Journey"
"remote work","blog",11,7,duplicate,"Remote Work: The Future of Flexibility or a Misused Term?"
"remote work","blog",12,7,duplicate,"Remote Work: Pros and Cons"
"remote work","blog",13,8,accepted,"Exploring the Benefits and Challenges of Remote Work"
"remote work","blog",14,8,duplicate,"What Does Remote Work Hold for the Future?"
"remote work","blog",15,8,duplicate,"Remote Work: The Future Is Now, Not As We Know It"
"remote work","blog",16,8,duplicate,"Remote Work: My Journey from Adverse to Advocacy"
"remote work","blog",17,8,duplicate,"Remote Work: The New Normal or the Next Big Thing?"
"remote work","blog",18,8,duplicate,"Remote Work: Pros & Cons"
"remote work","blog",19,9,accepted,"Embracing Remote: The Future of Work or Just a Trend?"
"remote work","blog",20,9,duplicate,"Is Remote Work the Future We Need?"
"remote work","blog",21,9,duplicate,"5 Benefits of Remote Work for Productivity"
"remote work","blog",22,10,accepted,"Working from Home: My Journey Through the Initial Jitters"
"remote work","blog",23,11,accepted,"The Remote Revolution: Yes, But Only Partially"
"remote work","blog",24,11,duplicate,"Remote Work: Pros & Cons"
"remote work","blog",25,11,duplicate,"Remote Work: The Future of Flexibility or an Escape from Responsibility?"
"remote work","blog",26,11,duplicate,"Is Remote Work The Future Or Just Temporary?"
"remote work","blog",27,11,duplicate,"5 Benefits of Remote Work You Won't Believe"
"remote work","blog",28,11,duplicate,"From Remote Desk to Home Base: My Journey in Hybrid Work"
"remote work","blog",29,11,duplicate,"Remote Work: The Perfect Work-Life Blend"
"remote work","blog",30,11,duplicate,"Remote Work: Pros and Cons"
"remote work","blog",31,11,duplicate,"From Remote to On-Demand: Navigating the Future of Work"
"remote work","blog",32,11,duplicate,"Is Remote Work the Future? Or Just Another Weekend Dream?"
"remote work","blog",33,11,duplicate,"Remote Work: A Growing Trend or a Permanent Paradigm Shift?"
"remote work","blog",34,11,duplicate,"Remote Work: My Journey From Naysayer to Naysayer"
"remote work","blog",35,11,duplicate,"Remote Work: A Game-Changer or the New Normal?"
"remote work","blog",36,12,accepted,"Pros and Cons of Remote Work"
"remote work","blog",37,12,duplicate,"Exploring the Benefits and Challenges of Remote Work"
"remote work","blog",38,12,duplicate,"Is Remote Work Here to Stay? The Future of Freelancing"
"remote work","blog",39,13,accepted,"Adapting to a New Normal: Exploring the Future of Remote Work"
"remote work","blog",40,14,accepted,"From Commute to Canvas: My Transition to Remote Work"
"sourdough bread","article",1,1,accepted,"From Basic Yeast to Perfect Sourdough: A Beginner's Guide"
"sourdough bread","article",2,2,accepted,"What Are the Best Secrets to Making Perfect Sourdough Bread?"
"sourdough bread","article",3,3,accepted,"Crafting Perfect Sourdough: Tips for Beginners"
"sourdough bread","article",4,4,accepted,"Bread's Warm Embrace: My Journey Making Sourdough From Scratch"
"sourdough bread","article",5,5,accepted,"The Quick, Painful Way to Perfect Sourdough."
"sourdough bread","article",6,5,duplicate,"Crafting Perfect Sourdough"
"sourdough bread","article",7,6,accepted,"Crafting the Perfect Dough: A Guide to Baking Sourdough Bread"
"sourdough bread","article",8,7,accepted,"Why Sourdough Matters: The Art of Choosing the Right Yeast"
"sourdough bread","article",9,7,duplicate,"Crafting Perfect Sourdough: A Bakers' Guide"
"sourdough bread","article",10,7,duplicate,"Crafting the Perfect Sourdough: A Home Baker's Journey"
"sourdough bread","article",11,7,duplicate,"Crafting Perfect Sourdough: A Secret Yeast Approach"
"sourdough bread","article",12,8,accepted,"Classic Sourdough: Origins and Techniques"
"sourdough bread","article",13,9,accepted,"Crafting Flaky Sourdough: A Beginner's Guide"
"sourdough bread","article",14,10,accepted,"Beyond Yeast: How Sourdough Bread Takes the Flavor Journey"
"sourdough bread","article",15,11,accepted,"10 Secrets to Perfect Sourdough Bread: From Start to Finish"
"sourdough bread","article",16,11,duplicate,"Crafting the Perfect Crust: My Journey with Sourdough Breads"
"sourdough bread","article",17,12,accepted,"The Modern Twist: Making Sourdough Bread from Scratch"
"sourdough bread","article",18,12,duplicate,"Crafting Perfect Sourdough"
"sourdough bread","article",19,12,duplicate,"Crafting Perfect Sourdough: Secrets to Rise-Tastic Flours"
"sourdough bread","article",20,12,duplicate,"What Are the Best Secrets to Making Perfect Sourdough Bread?"
"sourdough bread","article",21,13,accepted,"Beyond Bread: Uncovering Secrets of Authentic Sourdough"
"sourdough bread","article",22,14,accepted,"Bread's Journey: From Yeast to Sourdough"
"sourdough bread","article",23,15,accepted,"Rediscover the Perfect Flakiness: How to Make Sourdough at Home"
"sourdough bread","article",24,16,accepted,"Easy Sourdough Bread: Basic Guide"
"sourdough bread","article",25,16,duplicate,"Crafting Perfect Sourdough: Techniques for Authenticity"
"sourdough bread","article",26,17,accepted,"Is Your Favorite Sourdough Bread Authentic?"
"sourdough bread","article",27,18,accepted,"Rediscovering the Art of Crafting Exceptional Sourdough"
"sourdough bread","article",28,19,accepted,"From Dough to Delight: My Journey with Homemade Sourdough Bread"
"sourdough bread","article",29,19,duplicate,"The Quick, Dirty Trick to Perfect Sourdough Starters"
"sourdough bread","article",30,19,duplicate,"Crafting Perfect Sourdough"
"sourdough bread","article",31,19,duplicate,"Crafting Perfect Sourdough: Secrets from a Bakers Guild"
"sourdough bread","article",32,20,accepted,"Origins of Sourdough Bread: A Starter Guide"
"sourdough bread","article",33,21,accepted,"The Ancient Art of Crafting Perfect Sourdough"
"sourdough bread","article",34,22,accepted,"From Kitchen Scrap to Sourdough Delight: My Journey Making Perfect Loaves"
"sourdough bread","article",35,23,accepted,"Transforming Simple Sourdough into Flawless Finebread"
"sourdough bread","article",36,24,accepted,"Crafting Homemade Sourdough"
"sourdough bread","article",37,24,duplicate,"Crafting Perfect Sourdough: Techniques for Authentic Flours"
"sourdough bread","article",38,25,accepted,"Is Sourdough Bread the Elusive Perfect Bread?"
"sourdough bread","article",39,26,accepted,"The Journey to Perfect Sourdough: From Yeast to Flavor"
"sourdough bread","article",40,27,accepted,"The Mysterious Evolution of My Perfect Sourdough"
"coffee","product",1,1,accepted,"Latte Bliss"
"coffee","product",2,2,accepted,"Jolt'n'Grin"
"coffee","product",3,3,accepted,"Espresso Bliss"
"coffee","product",4,4,accepted,"Jazzy Morning Brew"
"coffee","product",5,5,accepted,"Jolt + Nectar"
"coffee","product",6,6,accepted,"Jolt Bliss"
"coffee","product",7,7,accepted,"Zen Brew"
"coffee","product",8,8,accepted,"Jazzy Jolt"
"coffee","product",9,9,accepted,"Jing Coffee"
"coffee","product",10,10,accepted,"Caffeinate Bliss"
"coffee","product",11,11,accepted,"Jolt Espresso"
"coffee","product",12,12,accepted,"ElevateXtra"
"coffee","product",13,13,accepted,"Mocha Bliss"
"coffee","product",14,14,accepted,"Caffeine Bliss"
"coffee","product",15,15,accepted,"CoFusion"
"coffee","product",16,15,duplicate,"Caffeine Bliss"
"coffee","product",17,16,accepted,"Harmony Brew"
"coffee","product",18,17,accepted,"Toxipress"
"coffee","product",19,17,duplicate,"Caffeinate Bliss"
"coffee","product",20,18,accepted,"Jovial Brew"
"coffee","product",21,19,accepted,"Roast & Fresh"
"coffee","product",22,20,accepted,"Caffeinate Spark"
"coffee","product",23,21,accepted,"Jolt Harmony"
"coffee","product",24,21,duplicate,"Jolt Espresso"
"coffee","product",25,22,accepted,"Cozy Brew"
"coffee","product",26,23,accepted,"Caffeinate"
"coffee","product",27,24,accepted,"Caffeine Boost"
"coffee","product",28,25,accepted,"Starlight Brew"
"coffee","product",29,26,accepted,"Caffeinate Chic"
"coffee","product",30,27,accepted,"Jazzy Beans"
"coffee","product",31,27,duplicate,"Jolt Espresso"
"coffee","product",32,27,duplicate,"Caffeinate Bliss"
"coffee","product",33,27,duplicate,"Jolt Espresso"
"coffee","product",34,28,accepted,"Caffeinate Life"
"coffee","product",35,28,duplicate,"Caffeine Bliss"
"coffee","product",36,29,accepted,"Boon Brew"
"coffee","product",37,29,duplicate,"Caffeinate Chic"
"coffee","product",38,30,accepted,"MoltenSoul"
"coffee","product",39,31,accepted,"CaffeineElevate"
"coffee","product",40,32,accepted,"NestleBrewing"
