keyword,category,attempt,accepted_index,outcome,title
"sourdough bread","article",8,8,accepted,"Rediscover the Ancient Art of Sourdough Bread"
"sourdough bread","article",9,9,accepted,"The Evolution of Sourdough Bread: A Journey Through Time"
"sourdough bread","article",10,10,accepted,"The Rise of Sourdough: A Journey from Damp Clay to Delicious Bread"
"sourdough bread","article",11,11,accepted,"From Sourdough Dregs to Great Bread: Uncovering the Mysteries"
"sourdough bread","article",12,12,accepted,"Easy Homemade Sourdough Bread"
"sourdough bread","article",13,13,accepted,"Crafting Fluffy Sourdough: A Guide to Perfect Rye"
"sourdough bread","article",14,14,accepted,"What Makes Homemade Sourdough Unique"
"sourdough bread","article",15,15,accepted,"The Journey to Perfect Sourdough: From Yeast to Dough"
"sourdough bread","article",16,16,accepted,"Handcrafted Sourdough: My Journey to Perfect Pastry"
"sourdough bread","article",17,16,duplicate,"Rediscover the Artistry in Sourdough's Simple Flavors"
"sourdough bread","article",18,17,accepted,"History and Secrets of Sourdough"
"sourdough bread","article",19,17,duplicate,"Rediscover the Art of Crafting Sourdough Bread"
"sourdough bread","article",20,17,duplicate,"What Makes Homemade Sourdough So Delicious?"
"sourdough bread","article",21,18,accepted,"The Art of Crafting Delicious Sourdough Bread"
"sourdough bread","article",22,19,accepted,"From Beginner to Pro: My Journey Making Perfect Sourdough Bread"
"sourdough bread","article",23,20,accepted,"Sourdough's Secret: Why Traditional Yeast-Free Bread is the Modern Staple"
"sourdough bread","article",24,20,duplicate,"Crafting Perfect Sourdough: Tips & Techniques"
"sourdough bread","article",25,21,accepted,"Crafting Flaky Sourdough: A Beginner's Guide"
"sourdough bread","article",26,22,accepted,"Why You Should Start Baking Sourdough Bread Today"
"sourdough bread","article",27,22,duplicate,"Crafting Perfect Sourdough Bread: A Step-by-Step Guide"
"sourdough bread","article",28,22,duplicate,"Crafting Flaky, Cultured Sourdough: A Baker's Journey"
"sourdough bread","article",29,23,accepted,"From Yeast to Pan: The Evolution of Sourdough Bread"
"sourdough bread","article",30,24,accepted,"Mastering the Art of Sourdough"
"sourdough bread","article",31,24,duplicate,"Mastering the Art of Homemade Sourdough Bread"
"sourdough bread","article",32,25,accepted,"From Rye to Raisins: Crafting the Perfect Sourdough"
"sourdough bread","article",33,26,accepted,"Easy Techniques for Crafting Perfect Sourdough Bread"
"sourdough bread","article",34,27,accepted,"Feisty Fermentation: My Journey with Homemade Sourdough"
"sourdough bread","article",35,28,accepted,"Mastering Sourdough: The Ancient Art with Modern Tools"
"sourdough bread","article",36,28,duplicate,"Crafting Perfect Sourdough"
"sourdough bread","article",37,28,duplicate,"Crafting Perfect Sourdough: A Guide to Baking at Home"
"sourdough bread","article",38,29,accepted,"Exploring the Art of Crafting Perfect Sourdough Bread"
"sourdough bread","article",39,30,accepted,"5 Simple Steps to Perfect Sourdough Bread"
"sourdough bread","article",40,31,accepted,"Crafting Sourdough: A Journey to the Perfect Loaf"
"coffee","product",1,1,accepted,"Zen Brew"
"coffee","product",2,2,accepted,"CaffeinateSpark"
"coffee","product",3,3,accepted,"Jolt Kick"
"coffee","product",4,4,accepted,"BrewNest"
"coffee","product",5,5,accepted,"MochaJolt"
"coffee","product",6,6,accepted,"MochaNest"
"coffee","product",7,7,accepted,"Chill Brew"
"coffee","product",8,8,accepted,"Journey's Wake"
"coffee","product",9,9,accepted,"Thirst Seek"
"coffee","product",10,10,accepted,"Vivid Brew"
"coffee","product",11,11,accepted,"JazCoffee"
"coffee","product",12,12,accepted,"Roast & Mix Coffee"
"coffee","product",13,13,accepted,"MochaNectar"
"coffee","product",14,14,accepted,"BrewSoul"
"coffee","product",15,15,accepted,"Caffeine Bliss"
"coffee","product",16,16,accepted,"Caffeinate Chic"
"coffee","product",17,17,accepted,"Charmful Beans"
"coffee","product",18,18,accepted,"SipZen"
"coffee","product",19,19,accepted,"Crush"
"coffee","product",20,20,accepted,"Toxic Brew"
"coffee","product",21,21,accepted,"Roast & Blend"
"coffee","product",22,21,duplicate,"MochaNest"
"coffee","product",23,22,accepted,"Crush Espresso"
"coffee","product",24,23,accepted,"Jolt"
"coffee","product",25,24,accepted,"Jazzy Brew"
"coffee","product",26,25,accepted,"Caffeinate Bliss"
"coffee","product",27,26,accepted,"Caffeinate Quest"
"coffee","product",28,27,accepted,"Jolt & Blend"
"coffee","product",29,27,duplicate,"Zen Brew"
"coffee","product",30,28,accepted,"Roast n' Mix"
"coffee","product",31,29,accepted,"Chase Notes"
"coffee","product",32,29,duplicate,"Chill Brew"
"coffee","product",33,30,accepted,"Jolt Blend"
"coffee","product",34,31,accepted,"BrewSage"
"coffee","product",35,31,duplicate,"Jazzy Brew"
"coffee","product",36,31,duplicate,"Jazzy Brew"
"coffee","product",37,32,accepted,"Morning Brew"
"coffee","product",38,33,accepted,"Solace Brew"
"coffee","product",39,33,duplicate,"Caffeinate Bliss"
"coffee","product",40,33,duplicate,"SipZen"
